"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ERR589505","ERR589506","ERR589509","ERR589529","ERR589538","ERR589555","ERR589571","ERR589575","ERR589579","ERR589593","ERR589736","ERR589737","ERR589766","ERR589767","ERR589788","ERR589789","ERR589813","ERR589837","ERR589839","ERR589849","ERR589851","ERR589852","ERR589853","ERR589856","ERR589857","ERR589859","ERR589868","ERR589442","ERR589443","ERR589485","ERR589501","ERR589511","ERR589530","ERR589532","ERR589537","ERR589544","ERR589561","ERR589563","ERR589565","ERR589572","ERR589576","ERR589581","ERR589747","ERR589748","ERR589764","ERR589769","ERR589771","ERR589772","ERR589775","ERR589833","ERR589858","logFC"
"7705","Limnoglobus><wbr>Limnoglobus roseus",2.16666245406992,-0.303315598014842,0.427607168488087,-0.709332350735117,0.478118257337062,0.717104701563918,3,0,0,0,1,1,2,3,0,1,13,2,2,2,2,4,17,1,8,0,2,3,6,2,3,5,1,0,2,2,2,7,0,1,0,1,1,0,1,4,0,8,6,9,2,11,7,0,8,0,0,-0.0913070931552257
"7707","Limnohabitans sp. 63ED37-2",5.26600739346131,-0.232448289380758,0.525902516330328,-0.44199881567928,0.658490062938762,0.837054551079975,5,0,20,0,3,2,6,10,3,10,17,1,3,31,1,0,7,0,11,3,7,10,2,10,0,5,1,0,9,1,6,41,0,4,0,22,1,3,1,10,5,11,4,4,2,5,12,1,0,0,0,-0.0699739075443895
"7708","Limnohabitans sp. INBF002",4.03432752844645,0.355458222115749,0.773585629122786,0.459494345207555,0.645879211890955,0.829864957424298,8,0,27,0,0,11,4,6,5,33,1,7,0,3,0,0,3,1,4,6,0,0,0,15,1,2,0,27,0,11,3,1,0,0,15,0,1,1,0,5,0,4,0,0,3,0,6,0,8,0,0,0.10700358706223
"7709","Limnohabitans sp. MORI2",3.05524047922054,0.293507687999993,0.595408886261711,0.492951473806157,0.622046875491789,0.816757316156772,2,0,23,1,21,1,2,8,4,8,6,1,0,2,0,1,2,0,1,2,2,22,7,0,0,13,0,0,16,3,0,17,0,1,1,0,0,0,0,0,4,11,1,6,2,23,1,1,3,0,3,0.0883546180459829
"7716","Limosilactobacillus",35.2946508910731,0.441630759939863,0.629973236608794,0.701030987153046,0.483283677250525,0.721342928858348,42,1,556,14,8,7,52,11,2,173,5,4,13,106,26,5,11,11,19,0,6,5,102,6,4,10,97,242,6,23,4,19,0,41,90,9,10,1,0,8,86,29,1,4,4,16,37,2,22,0,3,0.132944105749778
"7718","Limosilactobacillus fermentum 3872",2.31542278473298,-1.82010656953812,1.48104811333845,-1.2289314257559,0.219097517749053,0.49105318266973,1,0,30,0,1,0,5,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,21,0,0,1,0,0,13,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,-0.547906672736044
"7722","Limosilactobacillus gastricus",4.00338897211898,-0.190618947471433,0.89150092160987,-0.21381800383023,0.830688984593988,0.925844726841876,36,8,0,0,9,7,0,0,0,1,0,0,5,5,0,22,0,0,4,0,14,3,2,0,0,0,2,39,0,5,0,1,0,7,3,0,0,0,0,8,6,0,10,0,8,2,1,0,2,0,0,-0.057382020930798
"7726","Limosilactobacillus panis",4.00657783474129,0.00417579328335391,0.732149291346047,0.00570347241021946,0.995449312092942,0.997471350102474,3,0,5,0,1,0,1,3,5,2,0,0,0,8,4,0,1,3,3,6,1,0,52,3,0,1,8,11,1,1,1,1,0,0,54,2,1,0,0,0,5,1,6,2,7,32,1,0,0,0,0,0.00125703903398171
"7729","Limosilactobacillus reuteri",88.3311103131639,1.169042682065,0.407749854547208,2.86705848948292,0.00414306435528819,0.0623101721482824,103,59,835,22,62,108,91,62,24,238,72,22,43,105,26,114,131,34,74,13,49,120,181,53,172,46,73,221,108,63,34,22,5,17,61,14,6,8,5,72,114,101,178,56,28,137,70,23,40,0,38,0.351916913513036
"7734","Limosilactobacillus vaginalis",28.0216566425965,-1.7601206282042,0.586439418579939,-3.00136821031971,0.00268769352080204,0.0500316684457226,13,0,40,2,76,19,7,2,8,0,0,0,37,5,6,17,31,9,21,0,3,26,116,0,1,4,12,195,14,40,24,5,1,19,12,174,4,4,0,198,264,30,6,56,2,46,8,97,14,0,7,-0.529849105076395
"7740","Liquorilactobacillus",2.74844516645809,-0.6246699061648,0.685166994251974,-0.911704608373289,0.361924237407042,0.631323099977338,2,0,0,1,4,0,0,0,0,0,0,9,11,2,13,0,17,2,7,0,1,3,4,1,0,21,0,0,2,11,0,1,0,9,1,3,0,0,0,0,2,6,1,5,0,30,2,0,14,0,10,-0.188044379144209
"7741","Liquorilactobacillus hordei",3.98359100712393,0.931415407805598,0.539157655082475,1.72753813105578,0.0840710632043785,0.293995134447159,7,1,5,0,6,3,1,16,0,5,1,0,4,3,2,1,12,4,19,1,1,23,48,5,43,3,0,2,1,1,1,1,1,0,3,7,0,0,0,13,8,1,1,0,2,0,9,18,2,0,3,0.280383976173084
"7743","Liquorilactobacillus mali",6.08703500362171,-0.310956293723055,0.521303289666832,-0.596497854294742,0.550842686868597,0.775141080461262,19,1,5,1,5,2,0,1,2,2,1,10,13,3,1,0,11,4,7,0,18,25,68,1,2,25,2,24,0,17,0,1,1,4,17,10,0,0,0,17,7,3,5,6,9,5,1,1,22,0,35,-0.0936071717511391
"7744","Liquorilactobacillus nagelii",5.30501337910385,0.18325513154002,0.475799710601667,0.385151834809414,0.700124926010168,0.858865286985014,2,3,10,4,10,4,5,1,0,26,12,0,11,1,0,6,15,0,11,0,3,26,8,19,16,3,0,4,4,1,0,5,0,14,5,1,2,1,1,5,1,4,3,3,2,14,6,6,11,0,13,0.0551652914528947
"7746","Listeria",16.5316547199521,0.29109637127332,0.329745468958286,0.882791118231088,0.377349140161953,0.642833394343577,26,4,23,17,73,40,22,6,1,22,36,10,22,20,7,13,67,6,53,10,14,20,97,22,2,41,3,6,7,8,17,56,0,7,70,9,2,1,2,29,27,12,4,9,71,42,31,14,23,0,9,0.0876287393822081
"7747","Listeria grayi",4.20715073783571,0.288465941656906,0.402382066436352,0.716895621645541,0.473438503760142,0.714099351151615,12,1,2,0,5,3,5,4,10,9,17,12,3,3,1,3,7,2,19,11,1,5,4,14,9,0,2,0,2,5,1,4,0,4,7,3,0,0,1,23,4,1,7,5,3,15,1,3,16,0,2,0.0868369011661847
"7748","Listeria innocua",13.3457256110428,0.233639582704366,0.56160677755377,0.416019877327775,0.677395458084857,0.84602731875208,10,0,27,16,153,11,60,2,16,6,10,17,4,9,4,4,7,11,30,1,8,20,33,2,2,4,0,3,5,6,1,4,0,18,28,106,3,0,0,9,0,6,0,9,8,71,11,4,57,0,2,0.0703325225684298
"7752","Listeria monocytogenes",22.3302721752926,1.4388544523647,0.374664853692758,3.84037744182065,0.000122845289816159,0.0101716530735783,38,39,3,11,359,21,17,16,8,186,23,20,20,23,2,17,38,33,42,6,5,65,45,81,32,59,2,5,13,28,3,10,1,2,15,2,2,2,3,29,9,16,23,21,35,78,11,20,19,0,6,0.433138349556446
"7764","Listeria newyorkensis",3.52038352507052,-1.29011443189365,0.615395109294006,-2.0964002027473,0.0360467044382789,0.196267541936015,3,5,1,1,0,0,1,3,2,0,1,1,2,30,1,1,2,2,2,0,0,8,4,0,0,2,0,46,23,3,2,4,0,0,0,1,2,1,0,16,2,2,2,5,1,2,1,5,2,0,1,-0.388363141838985
"7765","Listeria seeligeri",6.29382327166106,-0.187100908644877,0.567857127047794,-0.329485886031909,0.741788460266399,0.880126894422564,15,4,8,0,32,40,2,4,0,5,1,1,21,5,5,1,14,0,6,3,23,19,6,2,8,0,0,27,1,2,2,4,0,0,2,3,1,2,0,8,1,8,0,4,1,7,1,2,55,0,60,-0.0563229857180942
"7768","Listeria weihenstephanensis",2.18324152546297,-0.444063613927412,0.617143137233067,-0.71954719600116,0.471803833563309,0.712836769946928,2,0,3,0,2,0,4,1,0,6,6,1,11,0,1,0,3,3,10,5,2,3,9,1,0,4,0,0,8,0,0,32,0,0,1,6,0,0,1,13,3,0,1,0,5,3,0,1,3,0,0,-0.133676467775101
"7782","Loigolactobacillus backii",5.32065629217118,0.910053037672944,0.696456600265383,1.30669023357115,0.191317936927835,0.458586677776972,3,2,1,19,16,4,2,0,1,0,0,2,7,0,2,1,31,7,3,0,4,1,67,6,3,9,1,1,0,0,0,0,1,11,3,22,0,1,0,0,6,0,1,2,1,2,2,0,3,0,8,0.273953261984679
"7784","Loigolactobacillus coryniformis",5.14019507091429,-0.754138054844008,0.495532211607517,-1.52187494007215,0.128040419427088,0.370888660618806,0,1,3,6,0,3,2,1,15,7,1,1,6,2,10,2,6,6,5,0,3,4,4,11,8,14,0,1,8,3,2,23,0,0,59,8,1,0,4,4,3,13,0,3,15,3,5,0,23,0,18,-0.227018175379735
"7789","Longitalea><wbr>unclassified Longitalea><wbr>Longitalea sp. SCSIO 12813",3.51003911231019,2.85271745455715,0.757563571902573,3.7656476107909,0.000166117946753816,0.0122053913826775,2,0,0,0,2,0,3,15,29,2,1,0,0,10,5,0,1,1,5,51,1,2,30,9,0,25,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,5,0,1,6,3,0,2,1,0,0,0.858753522975901
"7794","Loutivirinae",60.6715827129745,0.868050065574261,1.59520557026643,0.544161882176277,0.58633007974901,0.796795119394453,914,0,5,266,0,0,15,0,0,1,3,4217,0,0,0,369,1,0,70,0,103,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,191,0,0,0,0,0,0,1,74,0,17,0,6,0,0,0.261309107475938
"7799","Lughvirus><wbr>Lughvirus lugh><wbr>Faecalibacterium phage FP_Lugh",201.520333224577,0.411700910710467,0.769353187601259,0.535126021891318,0.592562717106415,0.800283374647458,6,2,1119,11,16,47,4,715,807,1,161,544,870,1,19,238,5,106,0,1,43,38,992,0,4,151,191,29,0,753,26,30,5,6,0,31,0,50,9,2,13,43,2157,534,114,11,20,392,28,2,53,0.123934323366029
"7802","Luteibacter aegosomaticola",13.6012475023051,-0.476138528185794,0.533812713244126,-0.891958015185081,0.372415436626743,0.640443447698612,3,0,3,8,20,0,0,7,27,1,94,2,30,4,6,1,44,6,5,0,12,42,45,35,1,74,0,1,3,3,33,42,3,10,33,0,0,0,0,22,30,51,1,18,34,50,7,2,20,2,59,-0.143331979075224
"7803","Luteibacter aegosomatis",2.98081275579263,-0.179026387316002,0.809802944064703,-0.221074013904423,0.825034803573219,0.922460717594444,2,0,0,0,10,0,3,0,1,0,18,0,9,0,2,0,52,13,3,0,3,1,13,0,0,5,0,0,4,0,0,31,0,1,1,0,0,0,0,0,0,4,2,4,1,36,4,1,30,0,0,-0.0538923125974744
"7813","Luteimonas sp. JM171",3.06210082640403,-0.47138362526716,0.520017028946668,-0.906477286372683,0.364683281773189,0.632562414560106,4,1,0,0,0,2,2,4,2,0,19,11,8,1,0,1,22,0,8,1,2,24,5,3,0,6,0,3,0,3,4,31,1,1,6,12,0,0,0,2,4,4,1,8,4,6,2,0,17,0,0,-0.141900610670245
"7818","Luteimonas sp. YGD11-2",3.03744655372663,0.199967723152453,0.721452219525082,0.277173896954795,0.781646581914196,0.900061295187379,5,0,21,0,0,7,5,10,4,5,1,5,0,0,0,0,0,3,6,4,1,1,0,16,1,0,0,21,0,5,2,1,1,0,18,0,0,0,0,2,0,3,0,1,5,4,8,1,0,0,1,0.0601962828335191
"7819","Luteimonas yindakuii",4.16320911195498,-0.677128633219942,0.574745240754485,-1.17813699915297,0.238741993844056,0.513547677603311,9,0,2,0,1,3,0,3,4,1,12,9,3,0,2,9,9,0,30,4,1,2,4,0,0,16,2,0,5,0,3,8,0,3,0,2,15,0,0,6,3,11,2,9,1,18,0,1,4,0,2,-0.203836029522157
"7821","Luteitalea pratensis",4.3684743970743,-0.630647015167264,0.438141906785722,-1.43936703017931,0.150046560472645,0.403473201746046,3,3,3,0,2,5,6,8,6,1,7,7,9,0,1,1,20,2,14,2,6,21,4,2,0,13,0,0,10,5,6,12,1,3,0,0,0,0,0,6,1,36,7,37,1,17,18,5,5,0,8,-0.189843668241304
"7822","Luteithermobacter><wbr>Luteithermobacter gelatinilyticus",9.4918172270712,0.773440385012645,0.681332745011127,1.13518745528664,0.256296784498635,0.535556058121172,0,0,1,5,24,0,0,58,5,0,3,3,17,129,7,2,9,5,28,1,0,7,37,32,1,58,8,0,8,1,12,18,0,0,17,0,0,1,0,29,3,9,1,4,5,10,105,0,0,0,4,0.232828755746704
"7823","Luteolibacter",11.9433298404489,-0.235486939995858,0.443591399225346,-0.530864530753062,0.595512658356223,0.800999063713361,20,0,5,6,5,49,12,3,29,1,38,43,7,0,28,13,3,4,52,15,0,88,5,1,0,8,0,7,46,5,15,36,2,1,7,7,1,1,2,17,49,27,4,32,23,38,12,15,15,0,36,-0.0708886325258772
"7824","Luteolibacter ambystomatis",4.94080717996158,-0.82516737560106,0.447820291513263,-1.84263060705149,0.065382961985187,0.258648076562091,10,0,7,0,9,0,2,3,0,1,23,5,15,1,9,0,11,2,7,0,18,12,8,3,0,7,0,20,13,3,6,12,0,1,17,9,0,0,1,3,4,10,2,3,11,21,6,2,21,0,38,-0.248400131499246
"7825","Luteolibacter luteus",14.7204782217936,-0.850010811994652,0.480822260847217,-1.76782749304685,0.0770897472178182,0.279414932421379,5,6,20,0,60,21,1,23,6,4,4,0,28,113,2,10,19,15,27,2,2,18,17,2,0,7,67,89,60,26,19,11,5,12,5,54,0,2,2,2,13,26,5,12,9,12,63,33,16,0,1,-0.255878751049087
"7826","Luteolibacter sp. LG18",8.834283030612,-0.537577224752477,0.369463860020464,-1.45501978115722,0.145663785297519,0.398435815750561,24,6,3,2,14,6,5,7,2,5,36,3,13,0,15,18,23,8,20,1,5,37,4,2,1,24,3,4,85,0,11,21,1,1,5,6,2,1,5,2,6,28,10,21,12,29,11,12,24,0,8,-0.161826869636293
"7827","Luteolibacter sp. SL250",15.3391679840904,-0.256617967961446,0.534964334605384,-0.479691731507185,0.631446608200503,0.823183435056311,11,20,0,12,21,2,0,10,1,0,83,4,16,71,98,2,38,1,14,6,2,39,18,5,1,12,1,60,55,9,1,22,1,22,8,2,1,1,2,7,10,39,8,21,2,52,95,0,22,0,19,-0.0772497057827338
"7828","Lutibacter",6.74261896287624,3.92573776097216,1.90488376693565,2.06088047423882,0.0393144445300135,0.20307660195451,0,0,0,0,0,0,0,0,56,0,0,0,0,27,5,0,0,0,0,159,0,0,0,25,0,0,6,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18176482116338
"7829","Lutibacter profundi",2.95470634424958,2.29097796699563,0.742694238788795,3.08468525450234,0.00203767665080324,0.0437759428754708,3,3,0,0,0,1,2,10,9,1,28,0,0,2,0,1,1,4,0,48,3,0,4,11,0,24,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,2,2,1,5,5,1,0,2,0,0,0.689653087470972
"7830","Lutibacter sp. A64",4.3528059852542,0.204366382644103,0.60669054727595,0.33685440388302,0.736226658893449,0.87894629920653,1,0,1,0,8,0,1,1,12,7,13,0,2,2,43,0,6,13,10,5,7,4,18,7,2,0,1,0,14,1,4,16,0,0,0,2,0,0,0,2,45,2,0,1,8,9,7,2,2,0,11,0.061520411281218
"7832","Lutimonas><wbr>Lutimonas zeaxanthinifaciens",9.51416890827152,0.60474686249457,0.553694793709598,1.09220254437095,0.274744084387128,0.555534000192757,6,1,4,0,5,0,1,5,108,8,1,12,10,5,5,1,5,8,8,4,37,17,69,36,3,56,0,11,2,8,10,5,2,0,10,3,0,0,0,6,0,45,3,0,25,55,15,1,25,0,30,0.182046945394547
"7840","Lysinibacillus louembei",3.63015641581449,0.471544522337407,0.561708922357764,0.839481987143993,0.401198893103739,0.660639019494363,2,0,4,0,2,1,7,5,2,1,2,8,2,6,0,1,9,3,3,0,2,9,3,0,0,1,13,1,2,2,0,4,0,0,8,8,0,0,0,8,2,1,2,5,4,12,1,13,4,0,2,0.141949045514604
"7841","Lysinibacillus macroides",8.62905345276457,0.12677605345102,0.657835206188026,0.192717039554104,0.847180577973826,0.933257670526999,30,0,1,2,2,13,2,3,0,89,15,0,13,21,4,3,5,25,19,0,0,129,12,0,0,21,0,0,0,18,10,3,1,2,1,1,0,0,7,1,1,9,7,140,1,15,5,3,18,0,2,0.0381633948206573
"7842","Lysinibacillus pakistanensis",3.87897628551027,0.0126509058396568,0.507708414158774,0.0249176603870515,0.980120640655698,0.992392266082627,2,0,2,0,7,3,2,4,3,1,1,0,8,3,0,8,4,2,16,4,4,20,85,3,1,1,0,2,0,6,3,14,1,0,22,10,0,0,1,8,3,3,2,0,14,1,12,4,6,0,3,0.00380830213005733
"7843","Lysinibacillus parviboronicapiens",2.89543999933697,0.692552445954708,0.508556538111999,1.36180029958083,0.173260917018747,0.43429680063693,11,1,0,1,5,10,1,0,1,4,4,5,2,2,0,14,9,1,59,0,6,23,0,6,4,1,0,3,0,3,4,3,0,1,2,2,0,0,0,6,1,5,8,1,13,6,0,3,5,0,0,0.208479059802825
"7845","Lysinibacillus sp. 2017",3.97489581992539,0.0408148881947797,0.585526739566181,0.0697062754555319,0.944427446843174,0.977197101153024,5,1,1,0,1,0,6,4,2,6,2,10,2,1,0,5,10,8,9,2,4,5,46,7,5,14,0,1,2,0,2,1,0,20,2,0,3,0,0,3,0,17,1,9,1,2,2,0,0,0,1,0.0122865056163004
"7847","Lysinibacillus sp. Ag94",8.83459150031512,0.186955588928883,0.538645461178035,0.347084682603666,0.728527700567929,0.873560317671754,26,1,14,1,66,23,23,21,3,37,2,1,34,5,6,9,5,11,7,3,10,8,7,0,2,2,2,3,1,17,0,2,0,1,33,1,0,3,0,4,51,1,1,2,2,5,1,75,13,0,14,0.0562792401246188
"7851","Lysinibacillus sp. FSL H8-0500",3.27699487066179,0.58424989345508,0.633172051824679,0.922734810817036,0.356145420167112,0.627227903493168,10,22,1,2,4,1,0,4,8,2,0,1,4,0,0,0,0,4,9,1,1,9,3,0,2,3,1,0,0,1,4,0,0,0,0,0,2,0,0,3,3,8,3,1,15,10,4,2,3,0,13,0.175876742893464
"7866","Lysinibacillus sp. JNUCC-51",2.55078290997265,-1.2348948055869,0.798842069627894,-1.54585599899881,0.122139349202064,0.3624145425399,1,0,1,1,0,0,0,0,1,9,38,0,6,0,0,0,1,0,8,0,0,7,0,5,0,0,0,3,0,1,9,4,0,3,0,1,0,0,0,1,3,38,0,0,25,6,0,24,3,0,5,-0.371740377971298
"7869","Lysinibacillus sp. SGAir0095",2.88420553997589,-2.34177495539754,0.785382876616833,-2.98169851306807,0.00286654135967148,0.0517972473525986,2,0,0,0,0,2,0,2,0,4,0,1,3,7,0,0,1,0,2,0,3,0,3,6,0,1,0,2,0,0,0,67,0,0,0,1,1,1,6,18,0,2,0,2,0,5,5,0,3,0,12,-0.70494450466934
"7872","Lysinibacillus sphaericus",3.96587818712814,-0.124799862699856,0.527026187370383,-0.236800116750458,0.812811860977568,0.917528812403283,4,0,0,1,8,4,1,3,2,6,29,15,1,3,3,2,0,8,3,3,19,8,9,13,1,2,0,2,0,3,11,3,0,0,1,13,0,0,0,1,8,0,27,10,23,4,0,2,4,0,12,-0.037568502127403
"7874","Lysinibacillus telephonicus",6.64049469600274,0.981995679240339,0.470382613617862,2.08765301014742,0.0368291464655388,0.197892926563874,1,0,1,0,1,9,1,34,2,25,5,5,5,5,0,8,7,11,15,321,1,34,21,7,5,28,17,2,2,4,2,4,0,1,1,2,1,2,0,6,16,21,10,3,6,4,5,1,7,0,9,0.295610155063768
"7875","Lysinibacillus timonensis",7.81471352735058,-0.00653159145368314,0.435911228953433,-0.0149837650875951,0.988045132513209,0.995476408566266,6,10,1,2,4,3,5,3,0,14,13,4,5,68,1,8,11,10,5,13,4,10,3,10,10,12,1,48,27,4,3,9,0,2,6,5,0,0,1,15,3,4,10,14,9,4,4,1,5,1,6,-0.00196620494698113
"7878","Lysobacter",30.0496488789555,-0.239358284925551,0.322604547369038,-0.741955706692941,0.45811417246144,0.702043247204811,31,6,22,3,34,27,15,138,36,17,90,28,40,22,40,16,35,14,48,9,14,57,21,6,3,79,23,17,12,14,32,96,3,4,7,33,6,3,3,15,16,66,41,174,70,110,70,19,21,4,25,-0.0720540234732766
"7879","Lysobacter alkalisoli",2.3067539880873,-0.86554095925721,0.66700033399115,-1.2976619577955,0.194403521484975,0.462387932249461,10,0,0,1,0,0,0,1,2,0,16,0,1,0,2,0,3,0,2,0,0,5,24,6,0,5,0,0,1,2,2,2,1,0,0,0,1,0,1,2,3,1,0,30,8,39,5,1,2,0,2,-0.260553791212196
"7880","Lysobacter antibioticus",3.93527695260197,-0.277730452765743,0.602873202275004,-0.460678052561798,0.645029603468394,0.829864957424298,10,0,4,0,5,0,0,29,0,5,18,5,11,0,4,0,23,4,4,1,3,4,8,0,0,31,0,0,51,5,3,10,0,0,0,4,0,0,2,4,2,7,1,3,1,31,14,0,6,0,1,-0.0836051969918273
"7884","Lysobacter capsici",2.64220247213573,-0.590491170273422,0.504909389019342,-1.16949928663498,0.242202528488305,0.517070191980613,5,0,1,0,2,3,1,9,5,0,2,3,4,0,2,2,28,0,13,3,2,9,3,1,0,3,0,1,12,4,0,12,0,0,0,11,0,0,0,19,3,8,0,10,4,9,8,0,8,0,2,-0.177755554427028
"7886","Lysobacter enzymogenes",3.79714667379567,0.048137980769293,0.47040143327665,0.102333830987675,0.918491703009755,0.964567578718234,5,0,1,1,43,2,0,11,8,0,11,2,3,1,3,6,3,1,9,3,2,35,5,1,0,20,0,3,7,0,4,8,0,3,0,7,6,0,1,4,2,7,0,8,12,6,5,3,1,0,1,0.0144909761422531
"7889","Lysobacter lycopersici",8.24843813628826,-0.711389108464217,0.604915577966826,-1.17601386767928,0.239589334512571,0.514762276633498,6,0,0,0,3,14,0,16,20,0,47,0,18,0,18,3,23,9,0,0,2,33,45,0,0,49,0,0,4,1,12,17,1,1,1,1,3,0,1,16,17,70,18,95,7,32,8,3,33,0,17,-0.214149460236387
"7891","Lysobacter oculi",2.47957606605693,-0.320964653490238,0.587237584915532,-0.546566946215485,0.584676282781555,0.796522536029112,5,0,2,0,1,0,5,22,2,0,6,2,2,0,1,3,1,4,20,1,0,22,1,1,0,2,0,1,3,5,1,1,0,1,5,0,0,0,0,1,0,2,1,21,36,6,10,3,0,0,2,-0.0966199882484577
"7901","Lysobacter sp. K5869",4.83428572347723,-0.263602439640328,0.501850081963663,-0.525261326268777,0.599401538125697,0.802668470244727,0,0,0,1,3,0,2,1,9,1,33,1,12,0,4,10,18,6,9,0,5,16,16,12,0,41,1,0,3,4,13,2,0,0,7,0,0,3,0,10,13,18,3,16,9,8,17,1,11,0,22,-0.0793522412619429
"7907","Lysobacteraceae",103.544807717603,-0.549624631139471,0.267248916805386,-2.05660190398345,0.0397245349434184,0.2044575457436,174,6,74,19,126,55,59,165,127,56,585,98,107,37,142,117,338,56,184,63,61,264,193,48,4,262,16,30,198,73,146,418,20,23,28,86,25,17,60,131,138,197,89,327,264,450,363,58,165,2,147,-0.165453500328732
"7908","Lysobacterales",45.7074740440021,-0.386397045935048,0.250266598466168,-1.54394173374791,0.122602448618064,0.362514428321166,70,5,57,8,103,46,27,57,24,35,203,56,49,15,63,47,138,35,150,18,54,106,81,13,3,157,7,19,182,45,27,134,3,35,31,51,19,8,13,37,59,70,46,137,74,193,84,35,112,0,44,-0.116317101062403
"7913","Macellibacteroides><wbr>environmental samples><wbr>uncultured Macellibacteroides sp.",205.694911270711,1.58528678484713,0.556503651189387,2.84865477784194,0.00439044919142989,0.0648445684470767,212,137,6,9,18,88,13,228,1628,37,43,359,45,533,142,60,40,34,70,1501,280,51,1124,737,727,437,92,1,58,13,730,69,2,3,261,7,23,1,13,176,6,367,27,18,1013,349,44,166,52,0,31,0.477218873968698
"7918","Macrococcoides canis",3.14583178819068,0.146646261426666,0.41203850595083,0.355904264549891,0.721912261997381,0.870347220241225,2,4,0,1,3,11,1,6,3,6,2,1,1,1,7,2,0,2,20,15,3,2,5,3,0,6,1,4,2,5,2,8,1,0,12,1,0,0,1,9,2,2,3,6,3,7,3,2,3,0,3,0.0441449234414082
"7919","Macrococcoides caseolyticum",4.14855221999044,-0.859802141257251,0.457083166605712,-1.8810628001073,0.0599633765803526,0.247738137915309,3,5,4,2,5,6,0,1,4,131,1,1,6,2,3,2,0,5,13,6,0,6,8,11,1,5,0,4,2,8,5,39,0,0,3,0,2,1,0,5,23,8,2,6,5,46,6,1,2,0,1,-0.258826234854552
"7923","Macrococcus armenti",14.1136040736572,0.586787046038695,0.495994540296374,1.18305142167103,0.236788768650499,0.511501165078376,24,21,7,1,7,45,7,6,4,87,10,2,8,123,7,20,16,6,17,43,15,43,12,6,11,12,1,88,40,7,7,5,0,0,13,3,0,7,0,10,5,17,9,5,4,12,0,3,2,0,27,0.176640501924709
"7925","Macrococcus brunensis",2.08070192062703,0.0589722279906755,0.467068905819804,0.126260231104802,0.89952593525143,0.956052672315859,5,1,1,1,3,4,4,3,5,2,3,1,4,1,1,2,3,3,6,5,2,2,11,6,0,0,0,2,14,2,0,0,0,0,3,5,0,0,0,2,0,2,1,1,2,2,2,2,21,0,1,0.0177524095363284
"7927","Macrococcus equipercicus",9.95816351279922,0.371471842174162,0.445170510403545,0.834448449510783,0.404028325108703,0.662370132190507,11,2,6,1,5,17,7,2,1,69,13,5,6,67,11,1,7,25,3,3,5,80,10,3,6,18,6,25,1,23,13,2,1,0,7,2,2,6,1,8,4,6,19,11,3,26,4,8,3,0,21,0.111824167038979
"7931","Mageeibacillus><wbr>Mageeibacillus indolicus><wbr>Mageeibacillus indolicus UPII9-5",224.832050804457,-0.605368188628693,0.335810038615453,-1.80271022011322,0.0714337362802299,0.269199863308154,259,4,31,46,193,357,56,427,334,15,777,644,197,10,286,205,591,121,438,121,74,830,340,41,83,1396,9,147,279,217,289,440,28,85,180,695,26,10,194,153,377,764,181,1342,134,337,294,447,611,4,234,-0.182233983198007
"7932","Magnetococcales><wbr>...><wbr>Magnetococcus marinus MC-1",5.39985281654528,-0.105785763459759,0.533628567438648,-0.198238568762384,0.842858412723503,0.931443011449328,14,1,21,0,2,3,5,37,11,12,31,6,2,3,2,3,2,4,24,0,1,3,4,1,0,7,0,0,4,9,2,21,0,3,0,7,1,0,1,0,0,3,6,66,15,24,8,1,6,0,5,-0.0318446879156021
"7934","Magnetospirillaceae><wbr>...><wbr>Paramagnetospirillum magneticum AMB-1",10.9010858146179,-0.837218662508903,0.465464492521586,-1.79867353140815,0.0720703382197971,0.270565432601415,2,0,0,9,12,5,0,3,7,0,50,6,14,2,5,1,33,14,8,1,14,40,29,27,1,50,0,0,3,13,34,21,1,1,16,2,0,7,2,33,24,49,8,35,25,21,48,2,22,0,49,-0.252027930344859
"7936","Magnetospirillum gryphiswaldense",4.08365854097851,-0.62085067804491,0.645629150061052,-0.961621200012734,0.33623991828183,0.607571984206692,1,0,0,0,0,0,2,4,1,1,59,2,2,5,2,0,71,1,5,0,3,5,5,0,0,6,0,0,10,2,5,16,1,1,0,8,0,0,0,2,1,7,16,7,3,31,47,2,8,0,0,-0.186894676919839
"7944","Mailhella><wbr>environmental samples><wbr>uncultured Mailhella sp.",244.122412961449,0.627331787695306,0.346339384107009,1.81132096574232,0.070091182126994,0.265793299752949,406,415,369,24,222,268,1182,131,321,47,1221,267,132,181,128,130,735,250,266,135,263,893,278,257,70,674,34,11,519,533,251,185,9,52,43,49,11,69,39,218,81,395,272,267,142,603,492,395,346,7,82,0.188845685329796
